Frame Number,Timecode,content_val,delta_edges,delta_hue,delta_lum,delta_sat
57,00:00:02.336,1.5958046636085628,10.41786123853211,1.042717889908257,0.9006235665137615,2.84407253440367
58,00:00:02.377,2.7754802178899083,13.753404529816514,1.6443879013761469,1.530067373853211,5.151985378440367
59,00:00:02.419,1.6423093463302754,10.810815653669724,1.0490610665137614,0.975021502293578,2.902845470183486
60,00:00:02.461,1.646096139143731,8.142381020642201,1.093033256880734,1.0991255733944953,2.7461295871559632
61,00:00:02.502,2.198621464067278,9.63195240825688,1.3847835435779816,1.0353712729357798,4.1757095756880735
62,00:00:02.544,1.6675864870030583,6.104501146788991,1.1840954701834863,0.9741614105504587,2.8445025802752295
63,00:00:02.586,1.7506570145259939,8.818628153669724,1.059310493119266,1.1348552178899083,3.0578053325688073
64,00:00:02.628,2.644447629969419,10.783400229357799,1.6419868119266054,1.2647290711009174,5.026627006880734
65,00:00:02.669,1.753440366972477,6.908686926605505,1.1462872706422018,1.1077981651376148,3.0062356651376145
66,00:00:02.711,1.7733180428134556,8.763797305045872,1.1029959862385321,1.2219036697247707,2.9950544724770642
67,00:00:02.753,2.1926605504587156,9.622813933486238,1.462012614678899,0.9758457568807339,4.140123279816514
68,00:00:02.794,1.566215118501529,7.5757955848623855,1.0955060206422018,0.833213876146789,2.7699254587155964
69,00:00:02.836,1.4895355504587153,5.9674240252293576,1.0144782110091743,0.8412055619266054,2.612922878440367
70,00:00:02.878,2.1432291666666665,9.193305619266056,1.341743119266055,1.0616399082568808,4.026304472477064
71,00:00:02.920,1.3278980313455657,6.049670298165138,0.8987241972477065,0.8229286123853211,2.26204128440367
72,00:00:02.961,1.5859136085626908,4.14886754587156,1.005196387614679,1.0259102637614679,2.7266341743119265
73,00:00:03.003,2.3086893157492354,7.493549311926605,1.3942445527522935,1.118370126146789,4.413453268348624
74,00:00:03.045,1.8076500382262999,7.785980504587156,1.1604429472477065,1.2152379587155964,3.0472692087155964
75,00:00:03.086,1.646239487767584,6.744194380733945,1.0413560779816513,0.9677107224770642,2.9296516628440368
76,00:00:03.128,2.2673929663608563,6.936102350917431,1.334862385321101,1.1584002293577982,4.3089162844036695
77,00:00:03.170,1.5555117545871562,6.323824541284404,1.031715883027523,0.8954988532110092,2.7393205275229358
78,00:00:03.212,1.372634747706422,8.489643061926605,0.9089019495412844,0.7581350344036697,2.450867259174312
79,00:00:03.253,2.3010321100917435,9.79644495412844,1.399620126146789,1.0812428325688073,4.422233371559633
80,00:00:03.295,1.7980934633027523,9.357798165137615,1.1071530963302751,0.9989607224770642,3.2881665711009176
81,00:00:03.337,1.8171229931192663,10.664600057339449,1.1002006880733946,1.056801892201835,3.294366399082569
82,00:00:03.378,2.479513092507645,9.3760751146789,1.570563360091743,1.1773939220183487,4.690581995412844
83,00:00:03.420,1.9658471903669723,8.47136611238532,1.099555619266055,1.4537342316513762,3.344251720183486
84,00:00:03.462,1.5376409594801224,8.690689506880734,1.0471975344036697,0.8939578555045872,2.67176748853211
85,00:00:03.503,2.308522075688073,9.302967316513762,1.4112672018348624,1.1992904243119267,4.315008600917431
86,00:00:03.545,1.4718439411314985,7.228533543577981,1.06651376146789,0.7739750573394495,2.575043004587156
87,00:00:03.587,1.5628822629969419,7.987026949541284,1.1751003440366972,0.8724913990825688,2.6410550458715596
88,00:00:03.629,2.236549120795107,12.3643563646789,1.3655748279816513,1.1988962155963303,4.14517631880734
89,00:00:03.670,1.3930858180428134,7.72201118119266,0.8930977637614679,0.818305619266055,2.4678540711009176
90,00:00:03.712,1.9344180045871562,12.382633314220184,1.2560923165137614,0.9430905963302753,3.604071100917431
91,00:00:03.754,63.93422687308868,111.88234661697248,44.04956278669725,49.56045728211009,98.19266055045871
92,00:00:03.795,5.264406536697248,17.47276376146789,6.1158615252293576,1.968391628440367,7.708966456422019
93,00:00:03.837,5.3355671827217135,17.454486811926607,5.975200688073395,2.469359231651376,7.562141628440367
94,00:00:03.879,2.9780079319571864,11.423093463302752,3.902092889908257,0.7950831422018348,4.236847763761468
95,00:00:03.921,2.272589353975535,11.441370412844037,2.9166786123853212,0.563324254587156,3.3377651949541285
96,00:00:03.962,3.527917144495413,11.532755160550458,4.662342316513762,0.9995341169724771,4.921875
97,00:00:04.004,3.326595948012233,11.194631594036696,4.159905389908257,0.9630160550458715,4.856866399082569
98,00:00:04.046,3.613197629969419,9.440044438073395,4.611883600917431,0.8858228211009175,5.341886467889908
99,00:00:04.087,3.2448872324159024,9.604536983944953,4.0233658256880735,0.8314936926605505,4.879802178899083
100,00:00:04.129,3.9072534403669725,10.189399369266056,5.199075401376147,0.8104214449541285,5.7122634747706424
101,00:00:04.171,6.120675649847094,11.633278383027523,8.37489248853211,0.8145785550458715,9.172555905963304
102,00:00:04.213,4.112946769877675,10.070599197247706,5.1561783256880735,0.8241470756880734,6.358514908256881
103,00:00:04.254,5.931969132262997,13.872204701834862,7.414420871559633,0.982475630733945,9.399010894495413
104,00:00:04.296,6.20468988914373,16.14768491972477,7.733407396788991,1.4764191513761469,9.404243119266056
105,00:00:04.338,4.892846903669724,18.039349197247706,6.2682052752293576,1.0283830275229358,7.381952408256881
106,00:00:04.379,4.794330561926605,15.754730504587156,6.112922878440367,1.0857224770642202,7.184346330275229
107,00:00:04.421,4.881199827981651,15.087621846330276,6.038560779816514,1.378440366972477,7.226598337155964
108,00:00:04.463,4.77068998470948,17.381379013761467,5.823824541284404,1.0507095756880733,7.437535837155964
109,00:00:04.504,4.1947868883792045,14.02755877293578,5.034762041284404,1.107834002293578,6.441764621559633
110,00:00:04.546,3.089592889908257,14.712944380733944,3.8948179472477062,0.6088732798165137,4.76508744266055
111,00:00:04.588,3.9438312308868504,11.33170871559633,4.966026376146789,0.6110235091743119,6.25444380733945
112,00:00:04.630,3.2192875573394493,8.105827121559633,3.923415997706422,0.49294008027522934,5.241506594036697
113,00:00:04.671,2.51193377293578,7.566657110091743,2.6536338876146788,0.653884747706422,4.228282683486238
114,00:00:04.713,3.362349483944954,9.577121559633028,3.747849770642202,0.7224412270642202,5.61675745412844
115,00:00:04.755,2.3679759174311923,7.21939506880734,2.653884747706422,0.5433629587155964,3.9066800458715596
116,00:00:04.796,3.218929185779817,10.381307339449542,3.557411123853211,0.5884461009174312,5.510930332568807
117,00:00:04.838,3.209408448012233,10.765123279816514,3.746452121559633,0.7547663417431193,5.127006880733945
118,00:00:04.880,2.3930619266055047,8.791212729357799,3.0492044151376145,0.4063575114678899,3.7236238532110093
119,00:00:04.922,7.462574063455658,19.035442947247706,10.41775372706422,0.7451261467889908,11.224842316513762
120,00:00:04.963,4.295118979357798,15.06934489678899,6.068054759174312,0.6463947821100917,6.170907396788991
121,00:00:05.005,4.959492068042814,14.630698107798166,6.79253870412844,0.8914850917431193,7.194452408256881
122,00:00:05.047,3.730504587155963,12.172448394495413,4.872204701834862,0.7378153669724771,5.58149369266055
123,00:00:05.088,4.514227350917431,13.314757740825687,5.836761754587156,0.9133099197247706,6.792610378440367
124,00:00:05.130,3.904792622324159,11.971401949541285,5.137112958715596,0.7164922591743119,5.860772649082569
125,00:00:05.172,3.68391628440367,12.766449254587156,4.8594466743119265,0.7046301605504587,5.487672018348624
126,00:00:05.214,2.781859231651376,11.386539564220184,3.585328268348624,0.6091958142201835,4.151053612385321
127,00:00:05.255,2.267846903669725,8.078411697247706,2.807984518348624,0.4420871559633027,3.5534690366972477
128,00:00:05.297,2.8804830848623855,8.370842889908257,3.5746487958715596,0.608550745412844,4.458249713302752
129,00:00:05.339,7.805021980122324,18.88008887614679,9.170513188073395,2.020642201834862,12.223910550458715
130,00:00:05.380,2.8656823394495414,12.565402809633028,3.116040711009174,0.7760177752293578,4.704988532110092
131,00:00:05.422,3.238102064220184,12.08106364678899,3.5459790711009176,0.8646430619266054,5.303684059633028
132,00:00:05.464,2.6332425458715596,8.242904243119266,3.1076548165137616,0.6332425458715596,4.1588302752293576
133,00:00:05.505,4.584838493883792,11.176354644495413,5.2252365252293576,1.4173595183486238,7.111919438073395
134,00:00:05.547,4.365694285168195,15.31608371559633,5.360736811926605,0.9279673165137615,6.80837872706422
135,00:00:05.589,3.379575210244649,12.474018061926605,4.499856651376147,0.753547878440367,4.885321100917431
136,00:00:05.631,2.9271072247706424,10.893061926605505,3.6366829128440368,0.668327121559633,4.476311639908257
137,00:00:05.672,4.090321578746177,13.049741972477063,5.0624283256880735,1.076834862385321,6.131701548165138
138,00:00:05.714,3.252556383792049,10.518384461009175,3.688073394495413,1.0948609518348624,4.9747348050458715
139,00:00:05.756,3.873805428134556,12.03537127293578,4.530103211009174,0.9651304472477065,6.126182626146789
140,00:00:05.797,8.077539659785932,23.230002866972477,9.897756594036696,1.3204558486238531,13.014406536697248
141,00:00:05.839,6.514310970948013,20.853999426605505,7.80024369266055,1.0643635321100917,10.678325688073395
142,00:00:05.881,8.552549216360857,22.809633027522935,10.573215309633028,1.193305619266055,13.891126720183486
143,00:00:05.923,6.234339162844036,20.83572247706422,7.668757167431193,0.9853784403669725,10.048881880733944
144,00:00:05.964,7.984422782874617,21.895785550458715,9.899763474770642,1.1165782683486238,12.936926605504587
145,00:00:06.006,6.349770642201835,15.718176605504587,7.915854357798165,0.9728712729357798,10.16058629587156
146,00:00:06.048,9.208572247706421,17.93882597477064,12.001684346330276,1.5645427178899083,14.059489678899082
147,00:00:06.089,7.695360282874618,20.00412127293578,10.182482798165138,1.2258099197247707,11.677788130733944
148,00:00:06.131,9.568604262232416,21.70387758027523,13.358909116972477,1.2044509747706422,14.142452694954128
149,00:00:06.173,6.523604740061162,14.621559633027523,8.918434633027523,1.067122993119266,9.585256594036696
150,00:00:06.215,8.319105982415902,19.79393635321101,11.32378870412844,0.9304042431192661,12.703125
151,00:00:06.256,5.363579892966361,14.064112672018348,6.829271788990826,0.845756880733945,8.415711009174313
152,00:00:06.298,5.04445001911315,13.223372993119266,6.198932052752293,1.157898509174312,7.776519495412844
153,00:00:06.340,4.938001720183486,12.254694667431192,5.667144495412844,1.429938360091743,7.7169223050458715
154,00:00:06.381,4.5656775611620795,14.173774369266056,5.098408830275229,1.4367474197247707,7.161876433486238
155,00:00:06.423,3.4544629204892967,11.03927752293578,4.052537270642202,0.8879372133027523,5.422914277522936
156,00:00:06.465,3.7201118119266052,11.231185493119266,4.572821100917431,0.6466098050458715,5.940904529816514
157,00:00:06.506,3.185015290519877,11.596724483944953,3.6349985665137616,0.6804759174311926,5.239571387614679
158,00:00:06.548,3.019244552752294,9.3760751146789,3.4016628440366974,0.9110880160550459,4.744982798165138
159,00:00:06.590,5.426951930428134,10.381307339449542,6.4764908256880735,0.6994696100917431,9.104895355504587
160,00:00:06.632,4.273879491590214,9.385213589449542,5.301462155963303,0.5588804472477065,6.961295871559633
161,00:00:06.673,7.6727112003058116,14.192051318807339,10.704056766055047,0.6819094036697247,11.632167431192661
162,00:00:06.715,4.550984327217125,12.967495699541285,6.780784116972477,0.6000573394495413,6.2721115252293576
163,00:00:06.757,6.657205657492355,15.590237958715596,9.878619552752294,0.8551820527522935,9.237815366972477
164,00:00:06.798,6.2199804090214075,20.62553755733945,9.006809059633028,0.5795226490825688,9.073609518348624
165,00:00:06.840,5.97413751911315,21.639908256880734,8.345183486238533,1.002006880733945,8.575222190366972
166,00:00:06.882,4.325604453363915,11.03927752293578,5.434202981651376,0.8980074541284404,6.6446029243119265
167,00:00:06.924,3.867653383027523,11.33170871559633,5.015983371559633,0.8875071674311926,5.699469610091743
168,00:00:06.965,3.613639621559633,8.791212729357799,4.460077408256881,0.7721115252293578,5.60872993119266
169,00:00:07.007,3.432494743883792,9.705060206422019,3.812750860091743,1.131020642201835,5.353712729357798
170,00:00:07.049,4.145749713302752,9.513152236238533,4.8106723050458715,1.0073107798165137,6.6192660550458715
171,00:00:07.090,3.0180499808868504,9.604536983944953,3.114105504587156,1.3270857224770642,4.6129587155963305
172,00:00:07.132,3.080143826452599,8.663274082568808,3.9755232224770642,0.5402092889908257,4.724698967889908
173,00:00:07.174,2.7793864678899083,8.846043577981652,3.481615538990826,0.5128297018348624,4.343714162844036
174,00:00:07.216,4.632609422782874,13.5340811353211,5.3828841743119265,1.338195240825688,7.176748853211009
175,00:00:07.257,5.4450855313455655,13.543219610091743,6.621452121559633,1.4108371559633028,8.302967316513762
176,00:00:07.299,3.7055858180428136,9.942660550458715,4.431873566513762,1.140051605504587,5.544832282110092
177,00:00:07.341,3.779673165137615,10.865646502293577,4.704809346330276,0.7780604931192661,5.856149655963303
178,00:00:07.382,2.832461295871559,10.527522935779816,3.4913990825688073,0.6774655963302753,4.328519208715596
179,00:00:07.424,3.2188933486238533,9.193305619266056,3.627580275229358,1.2061353211009174,4.822964449541284
180,00:00:07.466,3.82758744266055,10.116291571100918,4.382346616972477,1.0940366972477065,6.006379013761468
181,00:00:07.507,2.4078148891437308,6.881271502293578,2.7789564220183487,0.599663130733945,3.844825114678899
182,00:00:07.549,2.409977064220184,5.638438933486238,3.002508600917431,0.4207640481651376,3.806658543577982
183,00:00:07.591,2.7919294724770647,6.9452408256880735,3.1469681766055047,0.7752293577981652,4.453590883027523
184,00:00:07.633,2.806073203363914,10.317338016055047,3.4769925458715596,0.5501361811926605,4.391090883027523
185,00:00:07.674,5.476825305810397,13.433557912844037,6.397505733944954,1.0605647935779816,8.972405389908257
186,00:00:07.716,5.173881880733945,14.02755877293578,6.0015768348623855,0.9962729357798165,8.523795871559633
187,00:00:07.758,2.777833524464832,7.292502866972477,3.08615252293578,0.6064005160550459,4.6409475344036695
188,00:00:07.799,4.857380064984709,12.647649082568808,5.698071961009174,0.9593606651376146,7.91470756880734
189,00:00:07.841,7.197498566513761,17.280855791284402,7.030103211009174,3.9097620412844036,10.652630447247706
190,00:00:07.883,4.923905772171254,10.079737672018348,5.475559059633028,1.840094610091743,7.456063646788991
191,00:00:07.925,5.365670393730888,8.416535263761467,5.0039779243119265,3.015983371559633,8.0770498853211
192,00:00:07.966,2.2825640290519877,6.040531823394495,2.8710579128440368,0.41993979357798167,3.556694380733945
193,00:00:08.008,3.9999044342507646,10.116291571100918,4.933880447247707,0.686317373853211,6.379515481651376
194,00:00:08.050,2.544485856269113,8.937428325688073,2.9967388188073394,0.5145140481651376,4.122204701834862
195,00:00:08.091,2.5087681574923546,6.661948107798165,2.841778956422018,0.7564865252293578,3.928038990825688
196,00:00:08.133,3.7649082568807337,10.015768348623853,4.2794223050458715,1.050530389908257,5.9647720756880735
197,00:00:08.175,3.5323012232415905,6.22330131880734,3.7165639334862384,1.840417144495413,5.039922591743119
198,00:00:08.217,2.4031799503058107,7.530103211009174,2.830884461009174,0.5846831995412844,3.7939721903669725
199,00:00:08.258,3.3837562117737003,13.205096043577981,4.119588589449541,0.7225129013761468,5.3091671444954125
200,00:00:08.300,2.203244457186544,7.128010321100917,2.814650229357798,0.38958572247706424,3.4054974197247705
201,00:00:08.342,3.177716456422018,7.612349483944954,3.830275229357798,0.7388904816513762,4.963983658256881
202,00:00:08.383,3.7057291666666665,12.5379873853211,4.647828268348624,0.9144925458715596,5.554866685779817
203,00:00:08.425,4.132251051223242,12.45574111238532,5.555583428899083,0.7221903669724771,6.118979357798165
204,00:00:08.467,3.2062308868501526,14.493620986238533,4.35948251146789,0.5674455275229358,4.691764621559633
205,00:00:08.508,4.972668195718654,13.195957568807339,5.979608658256881,2.124749139908257,6.813646788990826
206,00:00:08.550,4.373984613914373,10.719430905963304,5.74164994266055,1.0909905389908257,6.289313360091743
207,00:00:08.592,2.777941035932722,6.378655389908257,3.1355002866972477,1.0549025229357798,4.143420298165138
208,00:00:08.634,2.7733060970948014,5.1815151949541285,3.554329128440367,0.5798810206422018,4.185708142201835
209,00:00:08.675,3.242963971712539,8.96484375,3.981615538990826,0.6618047591743119,5.085471616972477
210,00:00:08.717,2.9080418577981653,9.805583428899082,3.4657396788990824,0.7013331422018348,4.557052752293578
211,00:00:08.759,70.7641078937309,116.3693377293578,63.490861525229356,65.94595756880734,82.85550458715596
212,00:00:08.800,2.763785359327217,9.330382740825687,2.6468248279816513,1.4061783256880733,4.2383529243119265
213,00:00:08.842,2.9811616016819573,7.329056766055046,3.2822892775229358,1.0983013188073394,4.562894208715596
214,00:00:08.884,1.4866924694189603,3.911267201834862,1.6295513188073394,0.7066370412844036,2.123889048165138
215,00:00:08.926,1.9705776949541285,4.496129587155964,2.0583070527522938,0.8282325114678899,3.025193520642202
216,00:00:08.967,3.4420513188073394,6.561424885321101,3.995018635321101,1.067588876146789,5.2635464449541285
217,00:00:09.009,2.070945623088685,4.9713302752293576,2.143599483944954,0.9104429472477065,3.1587944380733943
218,00:00:09.051,2.811616016819572,7.831672878440367,3.454809346330275,0.9520857224770642,4.027952981651376
219,00:00:09.092,4.422293100152905,8.663274082568808,5.162413990825688,1.370735378440367,6.73372993119266
220,00:00:09.134,2.5860689029051986,7.383887614678899,2.642022649082569,1.0449397935779816,4.071244266055046
221,00:00:09.176,3.084802656727829,8.279458142201834,3.2086080848623855,1.2889191513761469,4.756880733944954
222,00:00:09.218,4.573513952599389,7.731149655963303,4.991148222477064,1.3384819380733946,7.390911697247707
223,00:00:09.259,3.1959336773700304,5.930870126146789,2.944703268348624,1.323251146788991,5.319846616972477
224,00:00:09.301,3.058307052752294,5.802931479357798,2.822462729357798,1.1671803325688073,5.185278096330276
225,00:00:09.343,4.7592937691131505,6.067947247706422,4.856257167431193,1.5440797018348624,7.877544438073395
226,00:00:09.384,2.898365825688073,6.689363532110092,2.649154243119266,1.201118119266055,4.844825114678899
227,00:00:09.426,3.1437428325688077,5.336869266055046,2.8782253440366974,1.3016771788990826,5.2513259747706424
228,00:00:09.468,4.393360569571866,6.534009461009174,4.4114822247706424,1.5138689793577982,7.254730504587156
229,00:00:09.509,3.071590691896024,6.607117259174312,2.540711009174312,1.258385894495413,5.415675172018348
230,00:00:09.551,3.2597357607033643,6.3512399655963305,3.1237098623853212,1.247276376146789,5.408221043577981
231,00:00:09.593,4.973289373088686,8.772935779816514,4.8882955848623855,1.8682984518348624,8.163274082568808
232,00:00:09.635,3.487038895259939,8.325150516055047,3.1775014334862384,1.526376146788991,5.7572391055045875
233,00:00:09.676,3.085184919724771,7.493549311926605,2.875824254587156,1.2242330848623852,5.155497419724771
234,00:00:09.718,4.577957759938838,9.83299885321101,4.722512901376147,1.4451333142201834,7.566227064220183
235,00:00:09.760,3.0839545107033643,7.868226777522936,2.580490252293578,1.326225630733945,5.345147649082569
236,00:00:09.801,2.713458046636086,6.80816370412844,2.46875,1.1715524655963303,4.5000716743119265
237,00:00:09.843,4.764932148318043,9.595398509174313,4.774369266055046,1.639800745412844,7.880626433486238
238,00:00:09.885,2.9105982415902143,6.698502006880734,2.582532970183486,1.283866112385321,4.865395642201835
239,00:00:09.927,3.0758194762996944,6.954379300458716,2.821459288990826,1.3486955275229358,5.057303612385321
240,00:00:09.968,4.7935421444954125,6.9817947247706424,5.000179185779817,1.446280103211009,7.9341671444954125
241,00:00:10.010,2.5442708333333335,7.667180332568807,2.0548666857798166,1.2382095756880733,4.33973623853211
242,00:00:10.052,2.6190510321100917,5.419115538990826,2.409009461009174,1.0941800458715596,4.353963589449541
243,00:00:10.093,3.9856770833333326,6.799025229357798,4.152702121559633,1.197928612385321,6.606400516055046
244,00:00:10.135,1.9937762805810397,4.724591456422019,1.8185923165137614,0.7905676605504587,3.372168864678899
245,00:00:10.177,2.605934633027523,5.5836080848623855,2.412091456422018,1.0294939793577982,4.376218463302752
246,00:00:10.219,3.6333620030581044,6.799025229357798,3.766341743119266,1.013618119266055,6.120126146788991
247,00:00:10.260,2.0933557912844036,7.118871846330276,1.8633170871559632,0.8547878440366973,3.5619624426605503
248,00:00:10.302,2.513737576452599,6.067947247706422,2.210364105504587,1.0090668004587156,4.321781823394495
249,00:00:10.344,4.222704032874618,6.122778096330276,4.0328268348623855,1.3605217889908257,7.2747634747706424
250,00:00:10.385,2.724173356269113,6.835579128440367,2.250465883027523,1.108299885321101,4.813754300458716
251,00:00:10.427,3.2825879204892967,6.917825401376147,2.72244122706422,1.422842603211009,5.70247993119266
252,00:00:10.469,4.1075473050458715,6.296409116972477,3.805153383027523,1.385643635321101,7.131844896788991
253,00:00:10.510,2.2968630542813457,4.404744839449541,1.9251003440366972,1.0370914564220184,3.9283973623853212
254,00:00:10.552,2.2816203172782874,5.099268922018348,2.196029243119266,0.9636252866972477,3.6852064220183487
255,00:00:10.594,3.3891676223241594,7.036625573394495,3.426892201834862,1.153633887614679,5.586976777522936
256,00:00:10.636,2.1867593654434248,5.866900802752293,1.8051175458715596,0.9335220756880734,3.821638474770642
257,00:00:10.677,7.301139621559632,9.321244266055047,7.751648509174312,2.2439793577981653,11.907790997706423
258,00:00:10.719,3.488782970183486,7.840811353211009,3.0951118119266057,1.612707855504587,5.758529243119266
259,00:00:10.761,3.32844753440367,7.88650372706422,2.8987241972477062,1.6915495986238531,5.39506880733945
260,00:00:10.802,72.31017058486238,117.78580131880734,67.72014764908256,64.87872706422019,84.33163704128441
261,00:00:10.844,6.416714449541285,14.237743692660551,7.931945240825688,2.3547161697247705,8.963481938073395
262,00:00:10.886,4.66670250382263,10.856508027522937,5.898150802752293,2.0033686926605503,6.098588016055046
263,00:00:10.928,3.340954701834862,11.90743262614679,4.419509747706422,0.9961295871559633,4.607224770642202
264,00:00:10.969,3.4402833524464835,14.228605217889909,4.42990252293578,0.9476060779816514,4.943341456422019
265,00:00:11.011,2.261109518348624,10.070599197247706,2.732941513761468,0.7670584862385321,3.2833285550458715
266,00:00:11.053,2.8143993692660554,12.86697247706422,3.535980504587156,0.8557196100917431,4.051497993119266
267,00:00:11.094,3.366016819571866,12.528848910550458,4.1214162844036695,1.118836009174312,4.8577981651376145
268,00:00:11.136,3.158471903669725,15.754730504587156,4.106185493119266,0.8032181766055045,4.566012041284404
269,00:00:11.178,4.10282874617737,17.216886467889907,5.57758744266055,0.8913775802752294,5.8395212155963305
